token	kelas	kbbi_pos	kbbi_semantic_class
rafi	orang:nama-depan,organisasi:perusahaan	Adjektiva	
raharja	organisasi:perusahaan	Adjektiva	
rahayu	orang:nama-keluarga,organisasi:perusahaan	Adjektiva	
rahman	orang:nama-depan,orang:nama-keluarga	Nomina	
rahmat	orang:nama-depan	Nomina	
rais	orang:nama-keluarga	Nomina	
raja	orang:nama-depan,organisasi:perusahaan,wilayah:kabupaten-kota,wilayah:kecamatan	Nomina	
rajawali	organisasi:perusahaan	Nomina	
raka	orang:nama-keluarga	Nomina	
rakit	wilayah:kecamatan	Nomina	
rakyat	organisasi:perusahaan,wilayah:kecamatan	Nomina	
ram	orang:nama-depan	Nomina	
rama	orang:nama-keluarga	Nomina	
ramanda	orang:nama-keluarga	Nomina	
rambah	wilayah:kecamatan	Verba	
rambang	wilayah:kecamatan	Adjektiva	
rambatan	wilayah:kecamatan	Nomina	
rambutan	wilayah:kecamatan	Nomina	
rami	wilayah:kecamatan	Nomina	
rampas	wilayah:kecamatan		
rana	wilayah:kecamatan	Nomina	
ranah	wilayah:kecamatan	Nomina	
rancah	wilayah:kecamatan	Nomina	
randi	orang:nama-depan	Nomina	
rangga	orang:nama-depan,orang:nama-keluarga	Nomina	
rangsang	wilayah:kecamatan	Nomina	
rani	orang:nama-depan,orang:nama-keluarga	Nomina	
rantau	wilayah:kecamatan	Nomina	
rante	wilayah:kecamatan		
rasau	wilayah:kecamatan	Nomina	
ratna	orang:nama-depan,organisasi:perusahaan		
ratu	orang:nama-depan,orang:nama-keluarga,organisasi:perusahaan,wilayah:kecamatan		
rawa	wilayah:kecamatan	Nomina	
rawan	wilayah:kecamatan	Adjektiva	
rawang	wilayah:kecamatan	Verba	
raya	organisasi:perusahaan,wilayah:kabupaten-kota,wilayah:kecamatan	Adjektiva	
rayap	wilayah:kecamatan	Nomina	
real	organisasi:perusahaan	Adjektiva	
reasuransi	organisasi:perusahaan	Nomina	
reban	wilayah:kecamatan		
rebo	wilayah:kecamatan	Nomina	tempo
regol	wilayah:kecamatan	Nomina	
rejang	wilayah:kabupaten-kota,wilayah:kecamatan	Nomina	
rejeki	orang:nama-keluarga,organisasi:perusahaan		
reka	orang:nama-depan	Verba	
rembang	wilayah:kabupaten-kota,wilayah:kecamatan	Adjektiva	
rena	orang:nama-depan		
renah	wilayah:kecamatan	Nomina	
rendang	wilayah:kecamatan	Nomina	locus
rengat	wilayah:kecamatan	Adjektiva	
resmi	orang:nama-keluarga	Adjektiva	
restu	orang:nama-depan,orang:nama-keluarga	Nomina	
ria	orang:nama-depan	Adjektiva	
riam	wilayah:kecamatan	Nomina	
rian	orang:nama-depan,wilayah:kecamatan	Nomina	
ribu	wilayah:kecamatan	Nomina	
rijal	orang:nama-keluarga	Nomina	
rijang	wilayah:kecamatan	Nomina	
rima	orang:nama-depan	Nomina	
rimba	organisasi:perusahaan,wilayah:kecamatan	Nomina	
rime	wilayah:kecamatan	Nomina	
rini	orang:nama-depan,orang:nama-keluarga	Nomina	
risa	orang:nama-depan	Nomina	
riung	wilayah:kecamatan	Verba	
roda	organisasi:perusahaan	Nomina	
rohmat	orang:nama-depan		
roma	wilayah:kecamatan	Nomina	
rongga	wilayah:kecamatan	Nomina	
rongkong	wilayah:kecamatan	Nomina	
rotan	wilayah:kecamatan	Nomina	
roti	organisasi:perusahaan	Nomina	
royal	organisasi:perusahaan	Adjektiva	
royan	orang:nama-keluarga	Nomina	
rubuh	wilayah:kecamatan		
rudi	orang:nama-depan	Nomina	
rukun	organisasi:perusahaan	Nomina	
rumbai	wilayah:kecamatan	Nomina	
rumbia	wilayah:kecamatan	Nomina	
runggu	wilayah:kecamatan		
runjung	wilayah:kecamatan	Adjektiva	
saadah	orang:nama-depan	Nomina	
saba	orang:nama-keluarga		
sabak	wilayah:kecamatan	Adjektiva	
sabana	organisasi:perusahaan	Nomina	
sabang	wilayah:kabupaten-kota	Nomina	
sabar	orang:nama-depan	Adjektiva	
sabil	wilayah:kecamatan	Nomina	
sadai	wilayah:kecamatan	Verba	
sadang	wilayah:kecamatan		
sadar	organisasi:perusahaan	Adjektiva	
sadu	wilayah:kecamatan	Adjektiva	
sago	wilayah:kecamatan		
sahid	orang:nama-depan,organisasi:perusahaan		
said	orang:nama-depan,orang:nama-keluarga		
saidi	orang:nama-depan		
sakinah	orang:nama-depan	Nomina	
sakti	organisasi:perusahaan,wilayah:kecamatan	Adjektiva	
saku	organisasi:perusahaan	Nomina	
salak	wilayah:kecamatan	Nomina	
salam	orang:nama-keluarga,wilayah:kecamatan		
salang	wilayah:kecamatan	Nomina	
salat	orang:nama-keluarga	Nomina	
salatiga	wilayah:kabupaten-kota,wilayah:kecamatan	Nomina	proper
sale	wilayah:kecamatan		
saleh	orang:nama-depan,orang:nama-keluarga	Adjektiva	
salem	orang:nama-depan,wilayah:kecamatan	Nomina	
salih	orang:nama-depan		
salim	orang:nama-depan,orang:nama-keluarga,organisasi:perusahaan	Nomina	
saling	wilayah:kecamatan	Adverbia	
salmon	orang:nama-depan	Nomina	
samad	orang:nama-keluarga	Adjektiva	
samarinda	wilayah:kabupaten-kota,wilayah:kecamatan	Nomina	proper
sambas	wilayah:kabupaten-kota,wilayah:kecamatan	Nomina	proper
sambi	wilayah:kecamatan	Verba	
sambit	wilayah:kecamatan	Verba	
sambung	wilayah:kecamatan	Verba	
sambutan	wilayah:kecamatan	Nomina	
samin	orang:nama-keluarga		
samosir	orang:nama-keluarga,wilayah:kabupaten-kota	Nomina	proper
sampang	wilayah:kabupaten-kota,wilayah:kecamatan	Nomina	
samudera	organisasi:perusahaan,wilayah:kecamatan		
samudra	orang:nama-keluarga,organisasi:perusahaan	Nomina	
sanda	orang:nama-keluarga	Nomina	
sandang	wilayah:kecamatan	Nomina	
sandaran	wilayah:kecamatan	Nomina	
sanden	wilayah:kecamatan	Nomina	locus
sandi	orang:nama-depan,wilayah:kecamatan	Nomina	
sang	wilayah:kecamatan	Partikel	
sanga	wilayah:kecamatan	Nomina	
sangga	orang:nama-depan	Nomina	
sanggar	wilayah:kecamatan	Nomina	
sanggau	wilayah:kabupaten-kota,wilayah:kecamatan	Nomina	proper
sanggul	wilayah:kecamatan	Nomina	
sangir	wilayah:kecamatan	Nomina	
sani	orang:nama-keluarga	Adjektiva	
sano	wilayah:kecamatan	Adjektiva	
santa	orang:nama-depan	Nomina	
sapta	orang:nama-keluarga		
sara	orang:nama-depan	Nomina	
sarana	organisasi:perusahaan		
sarang	wilayah:kecamatan	Nomina	
sari	orang:nama-depan,orang:nama-keluarga,organisasi:perusahaan,wilayah:kecamatan	Nomina	
sarmi	wilayah:kabupaten-kota,wilayah:kecamatan	Nomina	proper
sarolangun	wilayah:kabupaten-kota,wilayah:kecamatan	Nomina	proper
sasa	organisasi:perusahaan	Adjektiva	
sasak	wilayah:kecamatan	Nomina	
sat	organisasi:perusahaan	Nomina	
satar	wilayah:kecamatan	Nomina	
satelit	organisasi:perusahaan	Nomina	
satria	organisasi:perusahaan		
satu	organisasi:perusahaan,wilayah:kecamatan		numeral
saudara	organisasi:perusahaan	Nomina	
saut	orang:nama-keluarga		
sawa	wilayah:kecamatan		
sawah	wilayah:kecamatan	Nomina	
sawahlunto	wilayah:kabupaten-kota	Nomina	proper
sawai	wilayah:kecamatan	Nomina	
sawan	wilayah:kecamatan	Nomina	
sawang	wilayah:kecamatan	Nomina	
sawangan	wilayah:kecamatan	Nomina	
sawit	organisasi:perusahaan,wilayah:kecamatan		
sawo	wilayah:kecamatan	Nomina	
sayung	wilayah:kecamatan	Adjektiva	
sayur	wilayah:kecamatan	Nomina	
seberang	wilayah:kecamatan	Nomina	
secang	wilayah:kecamatan	Nomina	
sedan	wilayah:kecamatan	Nomina	
sedayu	wilayah:kecamatan	Nomina	proper
sedong	wilayah:kecamatan	Nomina	
segah	wilayah:kecamatan	Adjektiva	
segar	organisasi:perusahaan,wilayah:kecamatan	Adjektiva	
segara	organisasi:perusahaan,wilayah:kecamatan	Nomina	
sejahtera	organisasi:perusahaan	Adjektiva	
sejati	orang:nama-keluarga,organisasi:perusahaan	Adjektiva	
sekar	orang:nama-depan,orang:nama-keluarga,organisasi:perusahaan,wilayah:kecamatan	Nomina	
seko	wilayah:kecamatan	Nomina	
sekuritas	organisasi:perusahaan	Nomina	
sela	wilayah:kecamatan	Nomina	
selamat	organisasi:perusahaan,wilayah:kecamatan	Adjektiva	
selan	wilayah:kecamatan	Nomina	proper
selangit	wilayah:kecamatan	Nomina	
selapan	wilayah:kecamatan		
selaras	organisasi:perusahaan	Nomina	
selat	wilayah:kecamatan	Nomina	
selatan	organisasi:perusahaan,wilayah:kabupaten-kota,wilayah:kecamatan,wilayah:provinsi	Nomina	locus
selayang	wilayah:kecamatan	Nomina	
selebar	wilayah:kecamatan	Verba	
selera	organisasi:perusahaan	Nomina	
selesai	wilayah:kecamatan	Verba	
selo	wilayah:kecamatan	Nomina	
selong	wilayah:kecamatan	Nomina	proper
seluas	wilayah:kecamatan	Adverbia	locus
seluma	organisasi:perusahaan,wilayah:kabupaten-kota,wilayah:kecamatan	Nomina	proper
semarang	wilayah:kabupaten-kota,wilayah:kecamatan	Nomina	proper
semau	wilayah:kecamatan	Verba	
sembada	organisasi:perusahaan	Adjektiva	
sembilan	organisasi:perusahaan,wilayah:kecamatan		numeral
semen	organisasi:perusahaan,wilayah:kecamatan	Nomina	
semesta	organisasi:perusahaan	Adjektiva	
sempurna	organisasi:perusahaan	Adjektiva	
sen	orang:nama-depan		
sendang	wilayah:kecamatan	Nomina	
senduk	orang:nama-keluarga		
senen	wilayah:kecamatan	Nomina	tempo
seng	orang:nama-keluarga		
sentosa	organisasi:perusahaan	Adjektiva	
sentra	organisasi:perusahaan	Nomina	
sentral	organisasi:perusahaan		
sentul	organisasi:perusahaan	Nomina	
sepang	wilayah:kecamatan	Nomina	
sepatu	organisasi:perusahaan	Nomina	
sepeda	organisasi:perusahaan	Nomina	
sepenggal	wilayah:kecamatan	Nomina	
serai	wilayah:kecamatan	Nomina	
seram	wilayah:kabupaten-kota,wilayah:kecamatan	Adjektiva	
serang	wilayah:kabupaten-kota,wilayah:kecamatan	Verba	
serangan	wilayah:kecamatan	Nomina	
serasi	organisasi:perusahaan	Adjektiva	
serba	wilayah:kecamatan	Adverbia	
serdang	wilayah:kabupaten-kota,wilayah:kecamatan	Nomina	
serengan	wilayah:kecamatan	Nomina	proper
seri	wilayah:kecamatan	Nomina	
seribu	wilayah:kabupaten-kota,wilayah:kecamatan		numeral
seroja	organisasi:perusahaan	Nomina	
serumpun	wilayah:kecamatan	Nomina	
serut	wilayah:kecamatan	Nomina	
seruyan	wilayah:kabupaten-kota,wilayah:kecamatan	Nomina	proper
seti	wilayah:kecamatan	Nomina	
setia	orang:nama-depan,orang:nama-keluarga,organisasi:perusahaan,wilayah:kecamatan	Adjektiva	
setiabudi	orang:nama-keluarga,organisasi:perusahaan,wilayah:kecamatan	Nomina	proper
setu	wilayah:kecamatan	Nomina	
sewon	wilayah:kecamatan	Nomina	proper
sewu	organisasi:perusahaan	Nomina	
seyegan	wilayah:kecamatan	Nomina	proper
siak	wilayah:kabupaten-kota,wilayah:kecamatan		
siam	orang:nama-depan	Verba	
siang	wilayah:kecamatan	Nomina	
siantan	wilayah:kecamatan	Nomina	
siau	wilayah:kabupaten-kota,wilayah:kecamatan	Adjektiva	
sibolga	wilayah:kabupaten-kota,wilayah:kecamatan	Nomina	proper
siding	wilayah:kecamatan		
sidoarjo	wilayah:kabupaten-kota,wilayah:kecamatan	Nomina	proper
sidomukti	wilayah:kecamatan	Nomina	
sigi	orang:nama-depan,wilayah:kabupaten-kota,wilayah:kecamatan	Nomina	
sigma	organisasi:perusahaan	Nomina	
sijunjung	wilayah:kabupaten-kota,wilayah:kecamatan	Nomina	proper
sikap	wilayah:kecamatan	Nomina	
sikka	wilayah:kabupaten-kota	Nomina	proper
silat	wilayah:kecamatan	Nomina	
silau	wilayah:kecamatan	Adjektiva	
silih	wilayah:kecamatan	Verba	
silo	wilayah:kecamatan	Nomina	
silungkang	wilayah:kecamatan	Nomina	
sim	orang:nama-keluarga	Nomina	acronym
simbang	wilayah:kecamatan	Nomina	
simeulue	wilayah:kabupaten-kota,wilayah:kecamatan	Nomina	proper
simpang	wilayah:kecamatan	Nomina	
simpur	wilayah:kecamatan	Nomina	
sin	orang:nama-depan	Nomina	
sinar	organisasi:perusahaan,wilayah:kecamatan	Nomina	
sinema	organisasi:perusahaan	Nomina	
sinergi	organisasi:perusahaan	Nomina	
sing	orang:nama-depan	Nomina	
singgahan	wilayah:kecamatan	Nomina	
singkawang	wilayah:kabupaten-kota,wilayah:kecamatan		
singkil	wilayah:kabupaten-kota,wilayah:kecamatan	Nomina	
singkup	wilayah:kecamatan		
sinjai	wilayah:kabupaten-kota,wilayah:kecamatan	Nomina	proper
sintang	wilayah:kabupaten-kota,wilayah:kecamatan	Nomina	proper
sinyo	orang:nama-depan	Nomina	
sir	wilayah:kecamatan		
sirah	wilayah:kecamatan	Adjektiva	
sirih	wilayah:kecamatan		
sita	orang:nama-depan	Nomina	
siti	orang:nama-depan	Nomina	
situbondo	wilayah:kabupaten-kota,wilayah:kecamatan	Nomina	proper
siwalan	wilayah:kecamatan	Nomina	
sleman	wilayah:kabupaten-kota,wilayah:kecamatan	Nomina	proper
soal	wilayah:kecamatan	Nomina	
soba	wilayah:kecamatan	Nomina	
soe	wilayah:kecamatan	Adjektiva	
sohib	orang:nama-keluarga	Nomina	
soka	orang:nama-keluarga	Nomina	
soko	wilayah:kecamatan		
solar	organisasi:perusahaan	Nomina	
solo	organisasi:perusahaan	Nomina	
solok	wilayah:kabupaten-kota	Nomina	
solusi	organisasi:perusahaan	Nomina	
sompak	wilayah:kecamatan		
sonder	wilayah:kecamatan	Partikel	
soppeng	wilayah:kabupaten-kota,wilayah:kecamatan	Nomina	proper
sorong	wilayah:kabupaten-kota,wilayah:kecamatan	Verba	
sosoh	wilayah:kecamatan	Verba	
sragen	wilayah:kabupaten-kota,wilayah:kecamatan	Nomina	proper
srandakan	wilayah:kecamatan	Nomina	proper
sri	orang:nama-depan,organisasi:perusahaan	Partikel	
studio	organisasi:perusahaan		
suak	wilayah:kecamatan	Nomina	
subang	wilayah:kabupaten-kota,wilayah:kecamatan	Nomina	
subulussalam	wilayah:kabupaten-kota	Nomina	proper
subur	wilayah:kecamatan	Adjektiva	
suci	orang:nama-depan	Adjektiva	
sudi	orang:nama-depan	Verba	
sugar	organisasi:perusahaan	Verba	
sugih	organisasi:perusahaan,wilayah:kecamatan	Adjektiva	
suguh	wilayah:kecamatan	Verba	
sujana	orang:nama-depan	Nomina	
suka	orang:nama-keluarga,wilayah:kecamatan	Adjektiva	
sukabumi	wilayah:kabupaten-kota,wilayah:kecamatan	Nomina	proper
sukamara	wilayah:kabupaten-kota,wilayah:kecamatan	Nomina	proper
sukma	orang:nama-depan	Nomina	
sukoharjo	wilayah:kabupaten-kota,wilayah:kecamatan	Nomina	proper
sukses	organisasi:perusahaan	Adjektiva	
suku	wilayah:kecamatan	Nomina	
sukun	organisasi:perusahaan,wilayah:kecamatan	Verba	
sula	wilayah:kabupaten-kota	Nomina	
sulang	wilayah:kecamatan		
suli	orang:nama-keluarga,wilayah:kecamatan	Nomina	
suling	wilayah:kecamatan	Nomina	
sultan	orang:nama-depan,orang:nama-keluarga,wilayah:kecamatan	Nomina	
sulut	organisasi:perusahaan	Verba	
sumatra	wilayah:kabupaten-kota	Nomina	proper
sumba	organisasi:perusahaan,wilayah:kabupaten-kota	Nomina	
sumbang	wilayah:kecamatan	Verba	
sumbawa	wilayah:kabupaten-kota,wilayah:kecamatan	Nomina	proper
sumber	organisasi:perusahaan,wilayah:kecamatan	Nomina	
sumbul	wilayah:kecamatan	Nomina	
sumedang	wilayah:kabupaten-kota,wilayah:kecamatan	Nomina	proper
sumenep	wilayah:kabupaten-kota,wilayah:kecamatan	Nomina	locus
sumirat	orang:nama-keluarga	Adjektiva	
sumo	wilayah:kecamatan	Nomina	
sumowono	wilayah:kecamatan	Nomina	proper
sumur	wilayah:kecamatan	Nomina	
sun	organisasi:perusahaan	Nomina	
sungai	wilayah:kabupaten-kota,wilayah:kecamatan	Nomina	
sungkai	wilayah:kecamatan		
suni	orang:nama-keluarga	Nomina	
super	organisasi:perusahaan	Adjektiva	
supermarket	organisasi:perusahaan	Nomina	
supiori	wilayah:kabupaten-kota,wilayah:kecamatan	Nomina	proper
supit	orang:nama-keluarga		
surabaya	organisasi:perusahaan,wilayah:kabupaten-kota,wilayah:kecamatan	Nomina	proper
surakarta	wilayah:kabupaten-kota,wilayah:kecamatan	Nomina	proper
surian	wilayah:kecamatan	Nomina	
suruh	wilayah:kecamatan	Nomina	
surya	orang:nama-depan,organisasi:perusahaan	Nomina	
susu	wilayah:kecamatan	Nomina	
susukan	wilayah:kecamatan	Nomina	proper
susut	wilayah:kecamatan	Adjektiva	
sutan	orang:nama-depan	Nomina	
swakarsa	organisasi:perusahaan	Nomina	
swalayan	organisasi:perusahaan	Nomina	
swasembada	organisasi:perusahaan	Nomina	
swastika	orang:nama-keluarga	Nomina	
syafaat	orang:nama-depan		
syahbandar	wilayah:kecamatan	Nomina	
syariah	organisasi:perusahaan		
syuhada	orang:nama-depan	Nomina	
tabalong	wilayah:kabupaten-kota	Nomina	locus
tabanan	wilayah:kabupaten-kota,wilayah:kecamatan	Nomina	proper
tabir	wilayah:kecamatan		
tabungan	organisasi:perusahaan	Nomina	
tabur	wilayah:kecamatan	Verba	
tahar	orang:nama-keluarga	Verba	
tahir	orang:nama-depan,orang:nama-keluarga	Adjektiva	
tahunan	wilayah:kecamatan	Nomina	
tais	wilayah:kecamatan	Adjektiva	
takalar	wilayah:kabupaten-kota	Nomina	proper
talang	wilayah:kecamatan	Nomina	
tali	wilayah:kecamatan	Nomina	
talun	wilayah:kecamatan	Verba	
tam	wilayah:kecamatan	Nomina	
taman	organisasi:perusahaan,wilayah:kecamatan	Nomina	
tambak	wilayah:kecamatan	Nomina	
tamban	wilayah:kecamatan	Nomina	
tambang	organisasi:perusahaan,wilayah:kecamatan	Nomina	
tambangan	wilayah:kecamatan	Nomina	
tambora	wilayah:kecamatan	Nomina	proper
tambrauw	wilayah:kabupaten-kota	Nomina	proper
tambun	wilayah:kecamatan	Adjektiva	
tambunan	orang:nama-keluarga	Nomina	
tampi	orang:nama-keluarga	Verba	
tan	orang:nama-depan,orang:nama-keluarga,organisasi:perusahaan,wilayah:kecamatan	Nomina	
tanah	organisasi:perusahaan,wilayah:kabupaten-kota,wilayah:kecamatan	Nomina	
tanam	wilayah:kecamatan	Verba	
tanding	wilayah:kecamatan	Nomina	
tanduk	wilayah:kecamatan	Nomina	
tandun	orang:nama-keluarga,wilayah:kecamatan	Nomina	
tang	orang:nama-keluarga	Nomina	
tangan	wilayah:kecamatan		
tangen	wilayah:kecamatan	Nomina	
tangerang	wilayah:kabupaten-kota,wilayah:kecamatan	Nomina	proper
tanggamus	wilayah:kabupaten-kota	Nomina	proper
tanggul	wilayah:kecamatan	Nomina	
tangkas	wilayah:kecamatan	Adjektiva	
tani	organisasi:perusahaan,wilayah:kecamatan	Nomina	
tania	orang:nama-depan,organisasi:perusahaan	Nomina	
tanjung	orang:nama-keluarga,organisasi:perusahaan,wilayah:kabupaten-kota,wilayah:kecamatan	Nomina	
tanjungbalai	wilayah:kecamatan	Nomina	proper
tanjungpinang	wilayah:kabupaten-kota,wilayah:kecamatan	Nomina	proper
tanker	organisasi:perusahaan	Nomina	
tanya	orang:nama-depan	Nomina	
tapa	wilayah:kecamatan	Verba	
tapah	wilayah:kecamatan		
tapak	wilayah:kecamatan	Nomina	
tapin	organisasi:perusahaan,wilayah:kabupaten-kota,wilayah:kecamatan	Nomina	
tapung	wilayah:kecamatan	Verba	
tara	orang:nama-depan	Nomina	
tarakan	wilayah:kabupaten-kota,wilayah:kecamatan	Nomina	proper
tari	orang:nama-keluarga	Nomina	
tarik	orang:nama-depan,wilayah:kecamatan	Verba	
tarkas	orang:nama-keluarga	Nomina	
tarub	wilayah:kecamatan		
tarup	wilayah:kecamatan	Nomina	
tasik	wilayah:kecamatan	Nomina	
tasikmalaya	wilayah:kabupaten-kota	Nomina	proper
tata	organisasi:perusahaan		
tataan	wilayah:kecamatan	Nomina	
tatah	wilayah:kecamatan	Nomina	
taufik	orang:nama-depan,orang:nama-keluarga	Nomina	
tauhid	orang:nama-depan	Nomina	
tawang	wilayah:kecamatan	Nomina	
tawar	wilayah:kecamatan	Adjektiva	
tawon	organisasi:perusahaan	Nomina	
tebas	wilayah:kecamatan	Verba	
tebat	wilayah:kecamatan	Nomina	
tebet	wilayah:kecamatan	Nomina	proper
tebing	wilayah:kabupaten-kota,wilayah:kecamatan	Nomina	
tebo	wilayah:kabupaten-kota,wilayah:kecamatan	Nomina	proper
tebu	wilayah:kecamatan	Nomina	
tegal	organisasi:perusahaan,wilayah:kabupaten-kota,wilayah:kecamatan	Partikel	
tegalrejo	wilayah:kecamatan	Nomina	locus
tegar	orang:nama-depan	Adjektiva	
teguh	orang:nama-depan	Adjektiva	
teh	organisasi:perusahaan	Nomina	
teja	orang:nama-depan,wilayah:kecamatan	Nomina	
teknik	organisasi:perusahaan	Nomina	
teknologi	organisasi:perusahaan	Nomina	
tekung	wilayah:kecamatan	Nomina	
teladan	organisasi:perusahaan	Nomina	
teladas	wilayah:kecamatan		
telaga	wilayah:kecamatan	Nomina	
telang	wilayah:kecamatan	Nomina	
telekomunikasi	organisasi:perusahaan	Nomina	
teler	organisasi:perusahaan	Adjektiva	
telkom	organisasi:perusahaan	Nomina	acronym
teluk	wilayah:kabupaten-kota,wilayah:kecamatan	Nomina	
temanggung	wilayah:kabupaten-kota,wilayah:kecamatan	Nomina	proper
temas	organisasi:perusahaan	Verba	
tembaga	organisasi:perusahaan	Nomina	
tembalang	wilayah:kecamatan	Nomina	proper
tembelang	wilayah:kecamatan	Adjektiva	
tembuku	wilayah:kecamatan		
tembung	wilayah:kecamatan	Nomina	
tembuni	wilayah:kecamatan		
temiang	wilayah:kecamatan	Nomina	
tempe	wilayah:kecamatan	Nomina	
tempel	wilayah:kecamatan	Verba	
tempo	organisasi:perusahaan	Nomina	
tempuling	wilayah:kecamatan	Nomina	
teng	orang:nama-keluarga	Nomina	
tengah	organisasi:perusahaan,wilayah:kabupaten-kota,wilayah:kecamatan,wilayah:provinsi	Nomina	
tengaran	wilayah:kecamatan	Nomina	proper
tenggara	organisasi:perusahaan,wilayah:kabupaten-kota,wilayah:kecamatan,wilayah:provinsi	Nomina	
tenggarang	wilayah:kecamatan	Nomina	
tenong	wilayah:kecamatan	Nomina	
tepus	wilayah:kecamatan	Nomina	
tera	organisasi:perusahaan		
teran	wilayah:kecamatan	Verba	
terang	wilayah:kecamatan	Adjektiva	
teras	wilayah:kecamatan	Nomina	
terentang	wilayah:kecamatan	Verba	
teriak	wilayah:kecamatan	Nomina	
tering	wilayah:kecamatan	Nomina	
terisi	wilayah:kecamatan	Verba	
teritip	wilayah:kecamatan	Nomina	
terminal	organisasi:perusahaan	Nomina	
ternate	wilayah:kabupaten-kota,wilayah:kecamatan	Nomina	proper
terusan	wilayah:kecamatan	Nomina	
tetap	wilayah:kecamatan	Verba	
tiang	wilayah:kecamatan	Nomina	
tiara	orang:nama-keluarga,organisasi:perusahaan	Nomina	
tiba	orang:nama-keluarga	Verba	
tidore	wilayah:kabupaten-kota,wilayah:kecamatan	Nomina	proper
tifa	organisasi:perusahaan	Nomina	
tiga	organisasi:perusahaan,wilayah:kecamatan		numeral
tika	orang:nama-depan	Nomina	
tike	orang:nama-depan	Nomina	
tikung	wilayah:kecamatan	Verba	
tim	orang:nama-depan	Nomina	
timah	organisasi:perusahaan	Nomina	
timang	wilayah:kecamatan	Verba	
timur	orang:nama-depan,orang:nama-keluarga,organisasi:perusahaan,wilayah:kabupaten-kota,wilayah:kecamatan,wilayah:provinsi	Nomina	
tin	organisasi:perusahaan		
tinggi	wilayah:kabupaten-kota,wilayah:kecamatan	Adjektiva	
tiram	wilayah:kecamatan	Nomina	
tirani	orang:nama-depan	Nomina	
tiris	wilayah:kecamatan	Adjektiva	
tirta	organisasi:perusahaan	Nomina	
titi	orang:nama-depan,wilayah:kecamatan	Verba	
titis	orang:nama-depan	Nomina	
toba	organisasi:perusahaan,wilayah:kabupaten-kota,wilayah:kecamatan	Nomina	proper
toboh	wilayah:kecamatan	Nomina	
togo	wilayah:kecamatan	Nomina	proper
toko	organisasi:perusahaan	Nomina	
tolak	organisasi:perusahaan	Verba	
tolikara	wilayah:kabupaten-kota	Nomina	proper
tolitoli	wilayah:kecamatan	Nomina	proper
tom	orang:nama-depan	Nomina	
toman	wilayah:kecamatan	Nomina	
tomohon	wilayah:kabupaten-kota,wilayah:kecamatan	Nomina	proper
top	organisasi:perusahaan	Nomina	
topas	organisasi:perusahaan	Nomina	
toserba	organisasi:perusahaan	Nomina	
total	organisasi:perusahaan	Nomina	
trans	organisasi:perusahaan	Nomina	
transportasi	organisasi:perusahaan	Nomina	
trenggalek	wilayah:kabupaten-kota,wilayah:kecamatan	Nomina	proper
tresna	orang:nama-depan	Nomina	
trip	organisasi:perusahaan	Nomina	
trisula	organisasi:perusahaan	Nomina	
tua	organisasi:perusahaan,wilayah:kecamatan	Adjektiva	
tuah	wilayah:kecamatan	Nomina	
tual	wilayah:kabupaten-kota	Nomina	
tualang	wilayah:kecamatan	Adjektiva	
tuan	wilayah:kecamatan	Nomina	
tuba	wilayah:kecamatan	Nomina	
tuban	wilayah:kabupaten-kota,wilayah:kecamatan	Nomina	
tugu	organisasi:perusahaan,wilayah:kecamatan	Nomina	
tujuh	organisasi:perusahaan,wilayah:kecamatan		numeral
tukak	wilayah:kecamatan	Nomina	
tulang	wilayah:kabupaten-kota,wilayah:kecamatan	Nomina	
tulis	wilayah:kecamatan	Verba	
tulung	wilayah:kecamatan		
tulungagung	wilayah:kabupaten-kota,wilayah:kecamatan	Nomina	proper
tulus	orang:nama-keluarga	Adjektiva	
tumbang	wilayah:kecamatan	Verba	
tumbuh	wilayah:kecamatan	Verba	
tumpang	wilayah:kecamatan	Verba	
tunas	organisasi:perusahaan	Nomina	
tunggal	organisasi:perusahaan	Adjektiva	
tunggul	wilayah:kecamatan	Nomina	
tunjung	orang:nama-keluarga,wilayah:kecamatan	Nomina	
tuntang	wilayah:kecamatan	Nomina	proper
tur	orang:nama-keluarga	Nomina	
turang	orang:nama-keluarga	Nomina	
turi	wilayah:kecamatan		
turki	organisasi:perusahaan	Nomina	proper
tusam	wilayah:kecamatan	Nomina	
tutuk	wilayah:kecamatan		
tutur	wilayah:kecamatan	Nomina	
ubi	wilayah:kecamatan	Nomina	
udik	wilayah:kecamatan	Nomina	
udo	orang:nama-depan		
ujang	orang:nama-depan	Nomina	
ujung	wilayah:kecamatan	Nomina	locus
ulak	wilayah:kecamatan	Nomina	locus
ulakan	wilayah:kecamatan	Nomina	abstract
ulang	wilayah:kecamatan	Verba	action
ulin	wilayah:kecamatan	Nomina	locus
ulu	wilayah:kabupaten-kota,wilayah:kecamatan	Nomina	locus
umbara	organisasi:perusahaan	Nomina	abstract
umbu	wilayah:kecamatan	Nomina	
umbulharjo	wilayah:kecamatan	Nomina	locus
undang	orang:nama-keluarga	Verba	
ungar	wilayah:kecamatan	Nomina	
unggas	organisasi:perusahaan	Nomina	
unggul	organisasi:perusahaan	Adjektiva	
uni	organisasi:perusahaan	Nomina	
universal	organisasi:perusahaan	Adjektiva	
upas	wilayah:kecamatan	Nomina	
upau	wilayah:kecamatan		
urang	wilayah:kecamatan	Nomina	
urban	organisasi:perusahaan	Adjektiva	abstract
usaha	organisasi:perusahaan	Nomina	action
